monthly_bill_amount,contract_length_months,service_calls_last_3_months,service_issues_last_3_months,total_services_subscribed,months_as_customer,avg_monthly_usage_gb,churn_status
26.31,6,0,1,2,89,150.7,Yes
48.54,6,2,0,1,30,494.4,Yes
126.24,12,1,3,4,15,168.1,No
44.86,12,1,1,1,86,183.3,No
138.6,12,4,1,5,84,156.0,No
61.57,24,2,0,4,65,232.7,No
74.91,24,2,1,5,100,104.9,No
106.07,6,0,1,1,8,274.0,Yes
124.01,6,3,2,2,89,23.4,No
119.53,6,2,0,2,44,387.1,Yes
126.13,24,2,1,2,38,483.5,No
86.25,1,2,0,4,97,339.4,Yes
61.85,1,2,1,5,49,453.4,Yes
47.94,1,1,2,4,46,230.9,No
144.7,1,0,2,2,84,443.8,Yes
94.58,12,0,1,2,100,376.6,No
145.97,1,2,2,2,32,75.7,No
84.14,24,1,0,2,45,294.1,Yes
68.77,24,1,2,3,36,212.2,Yes
99.47,6,2,0,3,88,370.5,No
149.1,6,2,2,3,84,30.0,No
132.41,1,2,1,1,108,397.5,No
73.24,12,0,2,5,61,466.1,No
25.59,6,1,1,4,88,211.9,Yes
73.13,1,2,0,3,62,486.9,No
118.63,6,1,1,2,55,454.7,No
20.22,12,0,1,4,67,56.2,No
128.25,1,1,0,5,59,194.8,No
53.84,6,1,0,3,13,384.5,No
67.6,12,0,1,5,108,390.8,Yes
139.69,6,2,0,5,69,444.3,No
68.64,1,1,1,3,58,256.0,No
82.16,12,1,1,3,61,279.5,No
77.71,12,2,0,5,23,286.6,No
67.18,12,1,0,3,106,218.3,No
30.59,1,1,2,2,75,481.9,Yes
75.1,6,0,2,3,105,104.3,No
84.11,6,4,0,1,21,492.2,No
48.38,12,1,2,1,22,247.7,No
127.33,1,0,0,3,64,2.8,No
84.29,12,0,2,1,114,374.0,No
51.01,12,0,3,3,109,378.9,No
33.05,6,1,1,2,97,257.7,No
95.12,6,1,1,5,8,325.9,No
82.21,6,2,2,1,68,28.9,No
112.98,6,4,1,2,31,228.6,No
148.48,6,2,1,4,46,292.3,No
46.06,6,1,2,2,78,406.6,No
115.31,12,3,2,4,39,369.6,Yes
76.1,6,2,1,4,56,223.9,Yes
71.39,12,1,0,5,86,72.1,Yes
57.57,6,1,1,1,106,435.9,No
66.48,12,1,0,3,55,417.6,No
35.32,6,0,3,1,41,447.5,No
79.2,1,1,0,5,29,73.5,Yes
96.38,6,1,2,1,117,17.3,Yes
56.34,12,2,0,2,116,27.3,Yes
78.98,6,1,0,2,104,436.0,No
81.37,12,2,4,1,106,102.4,Yes
105.75,6,2,0,1,12,205.7,No
95.86,1,0,0,3,45,354.7,No
142.65,6,0,2,2,3,262.0,No
88.39,12,1,0,2,83,262.0,Yes
98.96,24,0,0,3,108,432.3,No
88.98,24,0,0,4,11,323.4,No
64.86,6,1,3,4,60,39.0,No
41.09,12,1,1,1,68,384.9,No
22.13,6,3,2,1,107,440.3,No
48.87,12,1,0,5,29,491.8,Yes
92.58,12,2,2,2,20,343.6,Yes
23.57,12,4,0,3,113,306.9,No
61.32,1,4,1,4,54,466.8,Yes
25.33,1,2,1,5,110,218.6,No
109.25,6,1,1,4,111,276.5,No
86.75,12,1,4,3,108,321.6,Yes
136.0,6,1,1,2,67,185.3,Yes
101.85,6,2,1,4,110,336.4,No
111.52,24,2,0,4,31,368.7,Yes
134.69,24,0,0,1,5,391.5,No
136.56,24,1,3,1,9,134.2,Yes
67.93,6,3,3,4,3,433.7,Yes
96.03,12,0,0,2,35,299.0,No
72.46,24,4,1,5,74,163.6,No
93.63,12,1,0,1,92,442.6,No
142.36,12,1,1,5,107,167.4,No
149.11,1,0,1,2,36,236.9,No
81.32,1,1,2,4,119,279.3,No
28.39,1,1,0,5,5,349.0,No
144.79,12,1,2,3,61,392.4,No
35.4,12,3,1,5,62,220.5,No
23.17,24,2,0,4,95,330.5,Yes
110.82,12,1,1,4,80,246.0,Yes
130.38,1,2,2,3,56,462.8,No
100.3,12,2,2,2,1,344.6,Yes
97.18,12,1,0,3,109,469.7,Yes
62.72,6,1,0,2,81,83.1,Yes
101.34,24,1,4,3,90,280.0,No
127.21,12,2,3,4,55,312.9,Yes
62.49,12,0,0,3,115,188.1,No
79.91,24,0,3,1,15,332.3,Yes
103.49,6,2,1,5,105,174.6,Yes
121.61,12,3,1,4,52,209.8,No
102.89,12,1,0,4,46,455.0,Yes
40.44,24,2,1,4,64,218.5,No
88.88,12,2,1,3,25,42.7,No
76.6,24,2,2,5,97,324.3,Yes
103.92,12,0,1,4,49,213.0,No
103.98,1,1,1,4,105,372.2,Yes
32.66,6,2,1,4,46,91.9,No
38.03,12,0,0,2,78,117.6,No
31.38,12,6,0,1,68,346.8,Yes
32.47,12,1,0,4,23,448.1,No
88.16,24,0,1,2,93,64.0,No
20.35,12,2,1,1,69,279.0,No
121.76,12,1,1,3,7,69.1,No
93.92,24,1,0,5,43,442.2,No
113.73,1,0,2,5,42,206.9,No
82.48,12,2,0,1,23,110.6,No
137.87,24,1,0,3,109,75.3,Yes
126.97,6,0,0,4,102,117.4,No
84.78,1,1,2,2,23,125.8,No
51.75,1,0,1,5,10,281.5,No
36.44,24,3,1,4,108,463.3,No
129.6,1,0,0,3,104,271.9,No
107.99,1,1,1,1,4,410.8,No
54.47,1,0,1,4,57,391.3,No
114.39,6,1,0,2,52,308.8,Yes
60.04,12,0,1,3,79,237.1,No
53.12,1,4,0,1,23,219.7,No
116.09,24,1,0,2,57,423.7,Yes
116.14,1,0,0,3,73,381.6,Yes
127.1,24,1,0,4,57,284.4,No
130.47,6,0,0,4,91,213.4,Yes
91.08,6,2,4,4,49,33.8,Yes
53.54,1,1,0,4,111,81.2,No
98.72,1,0,0,3,34,496.2,No
58.86,6,4,1,2,34,263.1,Yes
123.08,24,3,3,5,115,279.5,No
35.46,1,2,0,2,101,331.2,No
62.43,1,1,1,3,30,317.4,Yes
24.94,6,0,0,3,93,410.7,No
77.91,6,3,2,5,116,41.0,No
38.21,24,1,1,4,72,288.9,No
146.45,1,0,2,5,82,435.5,No
66.25,12,2,1,3,98,236.8,Yes
122.68,6,2,1,3,113,365.0,No
127.73,1,0,1,1,108,148.1,No
31.96,6,2,1,5,99,350.5,No
106.92,6,1,1,3,79,55.7,Yes
64.75,12,1,0,1,39,247.6,Yes
58.75,6,1,3,4,10,286.5,Yes
118.07,1,3,0,5,105,141.3,Yes
53.05,1,0,2,5,56,7.2,Yes
60.28,6,2,1,2,82,120.0,No
118.38,24,3,0,1,30,78.1,No
65.44,6,1,0,1,53,408.9,No
71.02,24,0,1,2,30,379.5,No
116.33,12,3,2,1,83,285.5,No
38.0,6,0,1,4,113,254.5,No
110.07,12,0,1,1,39,374.3,No
62.01,1,5,2,2,19,205.7,No
129.73,24,0,0,2,83,394.5,No
100.39,12,0,4,5,13,239.0,No
21.0,6,3,1,1,14,299.3,Yes
37.18,12,3,0,4,116,94.7,No
117.57,24,0,0,4,42,420.4,Yes
48.57,1,1,0,4,92,154.7,No
22.22,1,0,1,4,14,459.7,No
116.0,12,1,2,4,36,458.8,Yes
107.44,6,1,0,4,98,311.2,No
49.03,6,1,1,1,9,254.9,No
101.37,12,1,1,4,24,383.2,Yes
101.53,6,0,3,3,12,69.0,No
142.12,12,2,1,4,29,328.4,No
32.71,6,2,1,5,37,78.5,No
42.29,1,0,0,1,62,418.1,Yes
59.28,6,1,2,1,60,244.2,No
119.64,6,0,4,1,55,361.8,No
81.35,12,2,0,2,37,449.3,Yes
67.86,12,3,1,5,17,255.4,Yes
69.57,24,3,2,5,24,456.3,Yes
86.05,6,2,0,2,25,400.4,No
62.24,24,0,0,4,39,348.9,Yes
108.62,1,1,1,3,56,39.3,No
23.27,24,4,1,1,116,355.5,No
97.71,1,2,2,1,25,403.3,Yes
66.86,12,0,0,2,51,364.2,No
82.26,6,2,1,1,42,231.5,Yes
117.89,24,0,2,4,112,458.9,No
24.61,24,2,1,1,45,198.0,No
48.15,12,1,0,5,17,378.2,Yes
86.49,12,2,2,3,64,247.9,Yes
100.25,6,1,0,4,56,98.7,No
44.07,6,3,1,5,109,145.6,No
45.36,1,2,0,4,80,242.7,Yes
101.09,24,3,0,2,115,464.5,Yes
114.09,1,2,0,2,29,382.7,No
78.49,6,5,2,5,18,389.2,No
77.97,24,0,0,5,31,444.6,No
72.02,1,2,3,4,41,479.6,No
52.82,6,3,0,3,20,183.8,Yes
148.13,1,2,0,3,9,421.4,No
101.36,24,2,1,2,86,88.2,No
66.31,6,0,1,2,8,384.0,Yes
53.26,6,0,0,1,33,278.7,No
52.68,1,5,1,2,53,413.8,Yes
61.27,24,2,1,2,1,425.5,Yes
92.11,6,4,1,5,48,303.0,No
95.62,12,4,0,5,17,42.5,No
106.02,6,0,0,5,50,449.8,No
23.08,12,1,1,4,73,71.2,Yes
94.99,1,3,2,3,18,412.8,Yes
95.59,1,0,3,2,116,224.1,No
139.5,12,0,1,2,87,377.5,No
50.1,12,1,2,4,75,28.2,Yes
25.63,6,3,2,4,52,379.7,No
142.95,1,0,1,4,55,349.8,No
93.23,24,1,1,3,80,248.8,No
33.52,24,2,2,5,49,411.3,No
62.4,6,0,0,2,70,162.8,No
70.89,6,4,0,5,93,214.4,No
119.84,24,3,2,5,5,455.9,No
54.36,12,2,0,1,49,43.0,No
143.46,12,0,3,2,81,213.1,No
94.41,6,2,1,2,77,230.7,Yes
32.38,24,2,2,2,119,487.4,No
85.98,6,0,0,2,38,107.2,No
95.89,6,2,0,3,3,162.7,No
144.64,12,3,0,1,9,266.0,Yes
138.58,1,1,2,3,16,284.5,No
142.28,1,1,0,4,60,410.5,No
104.11,6,0,1,2,50,73.5,No
103.56,12,1,1,3,35,410.8,No
109.0,1,1,0,5,14,263.8,Yes
26.37,24,1,1,4,17,352.5,No
54.37,1,1,2,3,111,123.2,No
53.1,12,1,1,2,15,59.6,No
121.55,24,2,0,5,47,421.7,No
42.17,12,2,1,5,78,89.3,No
116.69,24,1,1,3,87,148.1,No
74.33,12,1,2,5,107,1.4,No
55.22,6,1,2,4,35,368.1,Yes
137.5,24,2,1,4,25,209.2,No
59.28,12,3,0,2,54,69.1,No
120.55,24,2,2,1,8,459.1,No
118.58,6,2,1,3,24,141.5,Yes
68.94,1,1,1,3,27,474.3,Yes
62.37,12,3,1,4,89,296.3,Yes
20.46,1,0,0,4,59,484.4,Yes
80.2,12,0,1,1,96,484.7,Yes
43.09,1,2,3,1,17,390.1,Yes
21.42,12,0,0,5,39,367.3,No
100.05,6,1,1,2,23,198.9,Yes
36.32,24,1,0,5,41,80.5,Yes
59.81,6,0,1,3,112,10.8,No
112.87,1,0,0,5,10,273.4,No
116.86,6,0,1,1,53,392.3,No
143.76,12,2,2,1,102,274.9,No
138.06,6,1,0,5,49,380.6,Yes
86.97,1,2,2,4,22,242.9,Yes
142.92,1,1,2,5,67,324.9,No
64.5,1,0,1,2,6,164.0,No
91.57,12,1,1,5,30,468.0,No
90.75,12,1,2,1,100,428.4,No
22.9,6,2,1,1,61,303.0,No
24.6,1,1,2,1,62,467.7,No
50.95,12,2,1,5,10,267.4,No
141.07,1,1,0,2,24,162.9,No
137.56,12,2,0,3,17,390.7,Yes
102.76,12,2,1,4,112,138.6,No
28.65,24,0,1,4,6,185.0,No
143.83,24,3,1,3,115,492.7,No
28.59,12,2,0,4,32,148.7,No
85.74,6,4,1,2,96,422.3,Yes
100.66,24,2,0,4,106,336.2,No
112.26,12,0,0,5,68,451.4,No
140.32,1,3,2,4,2,156.4,No
64.67,24,3,2,3,65,65.6,No
68.63,6,1,1,1,73,158.5,No
90.65,24,0,0,5,94,96.4,No
52.42,6,2,2,3,29,123.6,No
91.23,24,0,0,1,76,220.1,Yes
65.23,6,1,0,5,12,369.5,No
140.81,12,4,1,4,98,13.9,No
60.04,12,1,0,3,94,57.3,Yes
102.42,12,1,3,2,110,164.9,No
70.12,1,0,0,1,67,43.2,No
148.17,1,1,2,1,14,336.2,No
135.93,24,0,1,1,77,399.5,No
61.34,1,0,2,5,69,323.9,No
20.73,6,2,0,3,49,433.5,No
58.51,12,1,0,4,28,306.5,Yes
84.17,12,0,1,1,115,226.7,No
63.72,1,2,2,1,44,37.8,Yes
105.61,12,2,2,2,35,485.8,No
63.12,6,1,0,5,1,326.6,No
62.67,6,1,1,5,103,277.0,No
136.47,1,3,2,1,14,331.4,No
57.8,12,2,0,1,33,372.2,No
96.98,12,3,1,2,73,160.6,No
87.65,1,3,1,2,107,381.3,No
53.66,6,0,0,5,19,478.9,No
39.47,12,1,2,2,21,335.8,No
66.05,24,1,1,1,20,128.3,No
61.45,1,2,1,1,53,293.3,No
66.74,6,2,0,2,63,222.6,No
125.66,6,0,1,1,1,319.1,Yes
89.37,12,0,0,1,38,294.6,No
146.6,6,0,2,5,87,360.9,No
59.3,1,1,1,2,42,120.8,No
52.25,6,2,2,5,44,289.6,No
25.71,6,1,1,5,83,338.5,Yes
132.16,12,1,2,4,60,369.5,No
82.13,12,2,3,3,74,492.8,No
58.45,24,3,3,3,97,369.8,Yes
23.63,24,2,1,1,99,471.6,Yes
100.98,1,1,2,3,119,238.2,No
58.8,1,1,3,2,17,307.8,No
104.65,12,1,0,2,78,328.5,No
34.56,6,1,2,1,67,267.7,No
87.34,6,4,1,4,5,436.4,No
37.81,6,0,0,1,117,49.3,No
105.04,24,1,1,3,30,338.4,No
115.73,6,3,2,5,27,20.8,No
124.17,24,1,1,2,11,287.1,Yes
123.13,6,0,2,3,36,203.9,No
134.12,1,3,4,5,95,101.8,No
132.02,6,2,0,3,91,256.8,Yes
125.32,24,1,0,3,44,439.9,No
52.43,6,0,2,5,42,194.7,No
133.82,6,0,2,3,27,135.2,No
83.15,6,1,0,1,81,344.4,No
37.58,6,0,2,4,66,251.9,No
125.25,12,7,1,5,85,80.4,No
125.36,12,1,2,5,32,288.7,No
76.99,12,1,0,5,73,39.3,No
112.77,6,0,2,2,82,99.6,No
34.03,12,2,1,3,114,108.0,No
35.81,1,1,1,1,37,377.0,No
71.78,6,1,0,4,14,197.2,Yes
50.77,1,0,2,1,4,5.1,Yes
132.47,1,3,1,3,3,178.2,No
132.39,24,0,0,3,44,342.9,No
38.19,24,2,3,4,47,297.6,No
60.43,24,0,1,1,98,423.3,Yes
78.57,12,2,3,2,107,127.5,No
36.03,12,3,1,2,67,68.4,Yes
35.52,6,1,1,2,67,370.1,Yes
81.71,12,1,0,5,10,94.2,No
98.93,24,1,2,3,103,283.0,No
41.92,12,2,0,3,6,257.5,No
39.94,24,0,1,5,62,263.7,No
110.96,6,1,1,2,115,47.7,Yes
139.16,12,1,1,2,44,477.6,No
20.16,12,3,3,5,22,147.7,No
119.47,12,0,1,4,39,262.2,Yes
21.43,6,1,0,2,17,202.6,No
142.32,1,2,2,1,25,428.9,No
65.15,12,2,0,2,42,119.1,Yes
120.03,12,0,0,5,55,253.4,No
87.93,1,0,0,4,12,296.1,No
67.88,24,2,4,2,37,155.8,No
70.24,6,2,1,5,86,34.5,No
109.12,6,1,3,1,110,495.7,No
134.79,24,1,0,3,77,215.8,Yes
125.07,1,0,1,3,70,2.2,No
64.8,1,2,1,3,107,155.7,Yes
119.11,12,2,0,2,3,224.6,No
42.02,1,2,0,1,56,281.4,Yes
20.12,12,4,0,4,63,99.6,No
109.59,12,1,4,1,88,50.6,Yes
30.94,12,0,1,2,26,228.5,No
72.48,12,3,1,3,35,8.8,No
126.46,12,1,1,4,96,228.0,No
70.0,12,1,2,1,117,456.3,Yes
26.86,12,3,1,5,19,283.7,No
22.33,12,2,1,2,110,472.2,No
137.93,6,0,1,4,17,396.4,No
126.53,1,3,1,1,78,465.5,No
105.02,1,3,4,1,48,460.2,No
21.1,24,1,0,3,59,109.6,No
119.35,12,4,4,1,110,113.3,No
76.2,6,3,1,4,88,45.2,No
30.79,24,0,1,4,9,216.4,No
118.22,12,1,2,1,34,216.1,No
110.17,24,1,1,4,19,28.5,No
47.63,12,1,2,5,34,485.3,No
62.2,1,6,2,1,10,151.6,No
145.03,12,0,0,5,107,320.3,No
35.11,1,0,0,4,30,276.7,No
126.04,24,1,0,1,101,380.3,Yes
104.59,12,3,0,2,20,52.2,No
49.18,24,0,1,4,69,385.0,Yes
94.01,1,0,0,1,37,341.6,No
94.85,6,1,2,3,94,154.1,Yes
26.11,24,2,1,5,23,121.2,No
109.51,24,1,1,4,12,127.3,Yes
26.63,1,1,1,1,7,462.1,No
92.95,1,2,1,4,41,465.0,No
25.69,6,2,1,3,74,444.0,Yes
122.32,12,1,2,2,7,425.0,Yes
145.85,6,0,1,1,109,452.0,No
28.84,6,1,0,3,56,325.2,No
134.22,24,4,1,2,53,234.1,No
121.93,6,4,1,1,17,2.6,No
73.38,1,2,1,3,7,429.3,Yes
42.5,24,0,3,2,112,252.8,No
116.46,6,0,2,1,44,102.7,No
115.54,24,1,4,1,51,177.3,No
106.28,1,2,1,2,5,426.9,No
60.56,12,3,2,5,46,273.4,Yes
79.07,12,1,1,2,5,321.1,No
21.6,12,1,1,2,85,390.4,Yes
63.93,12,0,2,2,33,163.8,Yes
83.38,1,1,3,3,115,497.0,No
53.5,6,0,0,4,7,52.4,No
93.25,6,1,1,3,48,376.3,No
54.8,1,1,0,4,22,14.6,No
104.25,12,0,1,4,54,264.9,No
95.31,12,1,1,1,6,199.1,No
132.32,12,1,1,2,30,361.5,No
45.27,6,0,2,1,101,230.3,No
118.71,6,1,1,1,42,97.4,No
133.63,24,1,0,1,68,463.3,No
25.47,6,4,2,4,22,4.8,No
74.25,12,0,2,3,20,129.5,Yes
65.18,12,4,0,2,99,419.8,Yes
22.94,24,2,1,1,4,79.9,No
120.47,1,1,2,4,69,308.7,Yes
134.2,6,3,1,5,50,395.5,No
119.56,24,2,1,3,9,13.5,No
114.2,6,2,2,1,79,70.3,Yes
66.04,12,2,0,5,108,270.7,No
51.83,1,0,0,3,32,118.2,No
84.62,6,5,0,3,80,460.9,No
33.08,24,1,1,2,79,298.3,Yes
103.09,6,0,0,4,104,202.7,No
99.31,1,1,0,5,20,128.9,No
137.28,24,5,3,5,82,132.3,No
137.81,1,0,2,5,89,413.2,No
145.6,24,0,1,4,99,301.2,Yes
28.86,12,0,0,2,64,111.5,Yes
114.25,24,1,0,4,40,341.1,Yes
60.74,6,1,1,3,1,407.3,No
114.98,1,2,2,2,12,409.3,No
92.82,12,2,1,1,12,102.2,No
147.67,12,4,1,5,60,126.2,No
81.39,1,0,0,3,10,415.9,No
35.43,6,3,1,4,111,479.8,No
101.65,6,1,2,2,57,429.6,No
77.28,12,3,0,4,94,44.1,No
63.12,12,4,1,4,56,425.7,No
98.61,1,3,1,5,5,278.8,No
130.28,1,2,1,5,98,228.8,No
51.53,6,0,1,3,90,496.5,Yes
107.71,6,4,3,2,76,29.2,No
115.58,12,3,1,2,78,430.5,No
145.15,1,0,1,2,80,54.3,No
48.18,6,2,2,2,107,87.7,No
86.83,24,1,1,5,74,93.7,Yes
111.06,1,5,1,1,92,150.0,Yes
26.37,1,1,0,1,106,103.7,Yes
133.11,12,3,0,4,80,358.9,Yes
64.34,1,3,4,4,80,258.2,No
107.85,12,5,2,3,47,296.1,No
72.55,6,3,2,4,35,34.8,No
136.72,12,1,2,1,55,151.2,Yes
124.92,24,2,0,4,46,54.1,No
80.76,1,1,0,2,33,405.6,No
143.31,12,1,0,1,85,401.4,No
119.98,6,1,0,1,43,140.5,No
76.27,12,1,1,4,53,266.7,No
135.3,12,1,3,5,11,114.3,Yes
88.8,1,1,0,5,42,22.9,No
92.7,6,2,0,5,91,379.2,No
34.26,12,0,0,3,20,29.8,No
136.15,12,0,3,4,16,167.9,No
70.96,1,1,0,1,88,115.6,Yes
82.44,1,2,1,5,5,175.0,Yes
148.41,12,2,1,4,98,337.7,Yes
127.35,6,2,2,4,55,304.1,Yes
34.97,24,2,1,4,20,78.0,Yes
120.54,12,1,3,5,26,444.2,No
50.62,12,1,0,3,13,412.5,Yes
41.54,6,1,1,4,65,81.2,No
126.66,24,0,1,2,95,102.5,No
89.85,12,2,1,3,32,5.6,Yes
81.34,24,1,3,1,88,288.4,Yes
34.08,6,3,1,3,59,70.8,No
32.26,24,4,1,4,31,483.4,No
72.08,24,2,1,1,81,186.9,No
142.31,12,2,1,5,110,306.1,No
48.55,6,0,2,4,99,412.0,No
113.7,6,0,1,3,4,142.1,No
89.56,12,0,1,4,88,47.6,Yes
91.77,1,1,0,5,20,278.3,No
143.65,6,0,0,4,60,439.0,No
131.79,6,2,1,5,57,383.2,No
130.42,24,5,2,3,18,40.4,No
26.75,6,2,1,3,46,298.2,No
148.47,12,2,0,3,7,66.5,No
142.74,24,2,2,2,78,316.6,No
34.14,24,3,2,3,52,446.9,No
91.56,12,2,0,3,57,116.8,Yes
23.44,6,2,0,3,29,444.1,No
33.86,12,2,1,3,2,377.0,No
132.72,12,1,0,2,12,232.7,No
25.6,1,1,2,1,30,46.7,Yes
53.62,24,3,0,4,72,57.6,No
83.91,12,1,1,4,8,98.5,No
53.96,1,2,0,2,113,325.1,No
141.38,12,2,1,2,12,188.5,No
62.17,24,1,0,2,67,80.4,Yes
112.91,1,0,2,4,36,291.7,Yes
120.52,12,1,1,1,79,442.0,No
26.35,6,1,3,2,5,211.3,No
70.04,24,2,3,1,16,215.8,Yes
45.57,12,2,0,5,116,338.0,No
53.35,12,2,0,1,3,230.7,Yes
73.44,1,1,1,1,64,425.8,Yes
27.24,6,4,2,2,51,57.6,No
99.56,6,2,0,5,11,115.5,No
44.91,1,2,0,3,40,352.8,No
31.01,12,3,1,4,30,227.6,No
77.98,24,2,1,5,118,492.4,No
64.26,6,1,3,5,82,83.4,No
146.75,12,0,1,1,48,174.6,No
124.12,24,0,0,4,75,375.7,No
55.15,12,2,0,1,43,107.2,No
96.9,6,0,0,4,16,182.2,No
89.5,24,1,2,2,55,253.9,Yes
44.02,6,2,0,4,55,26.6,Yes
119.4,12,4,1,3,68,414.5,No
111.1,1,2,0,2,67,453.9,No
36.64,6,1,3,3,63,280.3,No
114.23,6,1,0,1,21,472.6,No
101.73,6,2,0,5,10,189.9,No
21.27,6,2,1,3,26,271.8,No
26.71,12,2,1,5,74,216.0,No
91.15,24,0,0,1,32,336.2,No
31.8,6,2,2,2,94,208.0,Yes
98.91,12,2,0,1,39,302.1,No
42.47,24,4,0,4,77,74.5,No
109.3,12,0,2,5,63,270.7,No
68.08,12,1,3,3,72,146.0,No
116.39,1,1,0,1,47,332.7,No
44.9,1,0,1,1,49,205.0,No
104.95,1,1,1,1,34,384.6,Yes
146.43,24,1,1,3,95,489.1,No
83.55,12,2,1,2,45,291.5,No
56.29,12,1,0,1,86,198.5,Yes
60.93,24,1,0,3,6,394.9,No
44.7,24,1,1,4,20,224.8,No
94.51,12,1,2,3,102,211.9,No
86.71,24,1,1,1,109,441.8,Yes
91.49,24,1,0,2,117,143.3,No
108.83,6,3,1,2,28,408.0,No
22.33,6,1,3,1,63,175.6,No
36.37,6,2,2,3,91,37.6,Yes
47.74,12,3,0,5,3,236.1,No
20.89,6,1,2,2,50,63.2,No
44.12,1,1,2,1,48,289.2,Yes
129.91,1,1,1,4,2,288.7,Yes
104.49,12,1,2,2,21,125.8,No
40.95,6,0,0,2,117,451.6,No
24.64,24,2,0,2,97,424.7,No
52.41,1,0,2,3,23,105.3,No
112.74,1,3,0,2,85,468.7,No
77.98,12,1,0,3,78,22.9,No
89.62,1,1,3,4,100,272.7,No
89.63,12,2,2,5,96,39.2,No
50.63,6,2,2,2,51,350.4,No
41.94,6,2,0,2,108,229.1,No
40.54,24,1,2,5,57,111.9,No
145.35,6,2,0,4,62,134.2,Yes
142.14,1,1,0,2,69,65.0,No
117.21,6,1,1,1,83,76.7,Yes
104.14,6,1,0,2,51,334.4,No
49.25,1,2,2,3,112,2.0,No
35.18,6,1,3,4,59,30.9,No
141.49,6,3,1,1,31,458.1,Yes
56.48,1,1,0,2,81,229.6,No
44.62,1,1,0,4,43,142.5,Yes
140.22,1,4,2,4,90,22.0,No
40.31,1,0,1,2,51,256.0,Yes
58.75,1,2,3,2,94,113.1,No
43.15,12,2,1,3,20,368.0,No
21.92,12,2,1,5,64,487.4,Yes
43.93,6,1,1,1,66,238.9,No
79.05,6,6,1,1,57,261.9,Yes
88.99,12,1,3,4,6,89.3,No
41.82,12,0,3,2,51,399.8,Yes
113.16,24,3,2,2,4,480.8,No
89.62,24,1,1,4,42,373.2,No
98.07,1,1,2,4,62,428.7,No
61.51,12,2,1,3,106,407.8,Yes
45.82,1,3,0,5,113,23.9,No
123.57,6,1,2,1,27,180.4,No
65.9,12,1,1,3,58,284.7,No
87.85,6,1,1,1,21,445.0,Yes
116.39,12,3,3,2,99,399.5,No
133.79,12,1,4,1,89,435.3,No
78.3,12,2,1,3,96,170.1,Yes
146.42,1,1,2,4,115,258.0,No
88.59,6,2,1,1,94,247.6,No
123.17,12,0,1,3,73,202.6,Yes
30.02,24,2,1,1,61,123.7,No
32.08,12,0,1,4,9,325.1,No
99.86,1,4,0,2,111,451.4,Yes
70.1,1,1,0,5,36,489.6,No
119.32,1,1,3,5,69,499.1,No
94.34,6,2,1,1,108,236.3,Yes
100.33,24,2,0,5,6,247.0,No
41.78,24,2,2,2,43,2.6,No
91.73,6,0,0,2,41,335.1,No
90.81,12,1,0,4,4,472.8,No
115.88,6,2,2,1,68,346.0,No
111.4,12,1,1,5,10,184.1,No
100.97,6,1,1,4,49,222.1,No
40.67,24,3,1,3,9,378.6,Yes
145.94,1,3,2,3,68,433.1,No
99.19,6,0,0,3,64,255.0,No
41.29,24,2,1,4,50,432.2,No
124.54,1,2,3,5,2,338.9,Yes
38.35,12,2,1,3,66,262.0,No
55.22,1,2,3,3,75,185.5,Yes
93.18,12,0,2,3,117,340.1,Yes
39.79,12,2,0,5,75,92.9,Yes
31.28,1,1,1,4,77,50.0,No
108.42,6,1,4,3,77,486.0,No
25.41,1,4,0,2,78,430.8,No
65.57,12,1,2,4,39,238.6,Yes
51.92,6,3,1,4,63,497.6,Yes
141.63,1,1,0,4,9,499.3,No
95.29,1,1,0,4,117,156.3,No
29.0,24,2,2,3,86,304.6,Yes
73.24,6,3,1,5,50,371.3,No
68.6,6,1,0,4,48,163.1,No
38.9,6,4,0,4,21,29.3,Yes
115.3,1,3,0,2,8,31.5,No
44.33,1,0,1,2,84,36.7,No
130.23,24,4,0,5,84,233.2,Yes
141.93,12,1,1,2,20,200.8,No
31.37,1,1,0,2,95,425.2,No
105.87,6,3,1,3,11,139.9,Yes
101.43,1,2,1,2,114,308.8,No
86.61,6,1,1,1,118,206.7,Yes
102.8,6,0,1,5,56,10.7,No
137.58,12,0,0,1,80,486.5,No
118.34,6,2,2,1,21,126.3,No
103.91,1,2,0,2,18,489.7,Yes
75.61,6,0,3,3,53,319.5,No
51.46,12,3,1,3,38,171.8,Yes
46.51,1,2,1,5,82,315.3,Yes
48.21,6,3,4,2,69,102.0,No
132.35,1,1,3,1,68,52.1,Yes
35.58,24,1,1,4,17,458.8,No
35.08,6,1,0,2,44,102.7,Yes
22.77,6,3,0,5,60,166.9,No
114.44,6,3,2,3,74,428.9,No
20.69,6,1,1,2,57,353.2,Yes
139.61,24,1,1,5,16,170.1,No
146.26,12,0,2,3,64,467.9,No
50.43,1,3,1,2,14,41.3,No
25.3,12,2,0,3,11,309.9,Yes
145.3,6,3,2,1,4,254.3,No
47.2,6,4,1,3,87,11.0,No
89.67,24,0,1,3,42,379.3,No
104.36,24,0,1,4,85,200.3,Yes
97.05,24,2,1,5,9,468.0,No
129.98,24,3,1,1,110,70.2,Yes
82.9,12,2,0,3,117,5.2,No
87.88,12,2,4,4,76,289.0,No
149.87,1,0,0,4,10,152.6,No
92.9,12,3,0,3,47,422.0,No
45.71,1,2,0,2,18,384.8,Yes
